Valor,TipoAluguel,Iptu,Area,Quartos,Banheiros,Vagas,Cidade,Endereco
"
4000
",mês, 101,"
200
","
4
","
5
","
1
",florianopolis,"Rua Quatorze Bis, Carianos"
"
4000
",mês,0,"
250
","
4
","
1
","
2
",florianopolis,"Lagoa da Conceição, Florianópolis"
"
4200
",mês, 79,"
280
","
3
","
3
","
1
",florianopolis,"Lagoa da Conceição, Florianópolis"
"
350
",dia,0,"
80
","
2
","
1
","
1
",florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
420
",dia,0,"
80
","
2
","
1
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
2530
",dia,0,"
200
","
7
","
4
","
5
",florianopolis,"Rua Antenor Borges, Canasvieiras"
"
9000
",mês, 250,"
250
","
4
","
5
","
4
",florianopolis,"Rua Joe Collaço, Santa Mônica"
"
5200
",mês, 194,"
371
","
5
","
1
","
2
",florianopolis,"Rua Visconde de Taunay, Agronômica"
"
8500
",mês, 196,"
400
","
4
","
5
","
6
",florianopolis,"Rua Ernesto Stodieck, Centro"
"
1100
",dia,0,"
150
","
4
","
4
","
4
",florianopolis,"Servidão Fragata da Cachoeira, Cachoeira do Bom Jesus"
"
1000
",dia,0,"
210
","
3
","
2
","
2
",florianopolis,"Canasvieiras, Florianópolis"
"
7000
",mês, 365,"
469
","
5
","
6
","
5
",florianopolis,"Rua Priscila Novo Nunes Pires, Itacorubi"
"
7000
",mês, 365,"
469
","
5
","
6
","
5
",florianopolis,"Rua Priscila Novo Nunes Pires, Itacorubi"
"
1350
",dia,0,"
170
","
4
","
4
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
13000
",mês, 2103,"
350
","
5
","
2
","
4
",florianopolis,"Rua dos Robaletes, Jurerê Internacional"
"
8000
",mês, 248,"
430
","
6
","
4
","
4
",florianopolis,"Rua do Babaçú, Itacorubi"
"
3700
",mês, 600,"
150
","
6
","
3
","
4
",florianopolis,"Rua Manoel Pedro Vieira, Morro das Pedras"
"
1300
",mês,0,"
58
","
2
","
1
",0,florianopolis,"Agronômica, Florianópolis"
"
3000
",mês,0,"
250
","
10
","
5
","
3
",florianopolis,"Rua Desembargador Gil Costa, Estreito"
"
9500
",mês,0,"
320
","
5
","
3
","
2
",florianopolis,"Rodovia Rafael da Rocha Pires, Sambaqui"
"
3500
",dia,0,"
673
","
4
","
2
","
3
",florianopolis,"Rua das Garoupas, Jurerê Internacional"
"
1100
",dia,0,"
130
","
4
","
3
","
4
",florianopolis,"Rua Doutor Hélio Anjos Ortiz, Canasvieiras"
"
600
",dia,0,"
82
","
3
","
2
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
1500
",dia,0,"
400
","
4
","
4
","
3
",florianopolis,"Rua dos Aruanãs, Jurerê Internacional"
"
780
",mês, 16,"
32
","
1
","
1
","
1
",florianopolis,"Servidão Nossa Senhora do Desterro, Carianos"
"
500
",mês, 35,"
15
","
1
","
1
","
1
",florianopolis,"Santo Antônio de Lisboa, Florianópolis"
"
1100
",dia,0,"
170
","
4
","
3
","
4
",florianopolis,"Rua Apóstolo Paschoal, Canasvieiras"
"
4100
",mês, 158,"
161
","
4
","
2
","
1
",florianopolis,"Rodovia João Paulo, Joao Paulo"
"
1700
",dia,0,"
190
","
5
","
2
",0,florianopolis,"Travessa da Enseada, Cachoeira do Bom Jesus"
"
480
",dia,0,"
80
","
3
","
2
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
1750
",dia,0,"
220
","
4
","
4
","
5
",florianopolis,"Canasvieiras, Florianópolis"
"
8000
",mês, 850,"
347
","
4
","
5
","
4
",florianopolis,"Servidão Caminho do Pescador, Lagoa da Conceição"
"
3000
",dia,0,"
420
","
2
","
5
","
3
",florianopolis,"Avenida dos Búzios, Jurerê Internacional"
"
350
",dia, 10,"
75
","
2
","
1
","
1
",florianopolis,"Ingleses do Rio Vermelho, Florianópolis"
"
6500
",mês,0,"
280
","
4
","
4
","
4
",florianopolis,"Rua Desembargador Ferreira Bastos, Coqueiros"
"
16000
",mês, 358,"
392
","
4
","
5
","
4
",florianopolis,"Rua das Sapopemas, Jurerê"
"
1500
",dia,0,"
170
","
4
","
4
","
5
",florianopolis,"Rua Mário Lacombe, Canasvieiras"
"
2100
",dia,0,"
296
","
6
","
7
","
6
",florianopolis,"Rua Cônego Walmor Castro, Ponta das Canas"
"
580
",dia,0,"
84
","
3
","
3
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
1700
",dia,0,"
100
","
4
","
3
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
6000
",mês,0,"
421
","
3
","
2
","
6
",florianopolis,"Rua Elesbão Pinto da Luz, Jardim Atlântico"
"
1000
",dia,0,"
350
","
5
","
6
","
2
",florianopolis,"Rua dos Cações, Jurerê Internacional"
"
11500
",mês, 1100,"
200
","
3
","
3
","
2
",florianopolis,"Estrada Haroldo Soares Glavan, Cacupé"
"
2400
",dia, 300,"
400
","
5
","
1
","
5
",florianopolis,"Estrada Dom João Becker, Ingleses do Rio Vermelho"
"
6000
",dia,0,"
520
","
4
","
2
","
2
",florianopolis,"Avenida dos Búzios, Jurerê Internacional"
"
14000
",mês, 800,"
480
","
5
","
6
","
2
",florianopolis,"Servidão Natalicia Pereira, Joao Paulo"
"
5900
",mês, 300,"
300
","
3
","
3
","
2
",florianopolis,"Canasvieiras, Florianópolis"
"
6000
",mês,0,"
270
","
3
","
3
","
2
",florianopolis,"Rua Paula Ramos, Coqueiros"
"
6500
",mês, 702,"
350
","
4
","
4
","
3
",florianopolis,"Rua João Henrique Gonçalves, Lagoa da Conceição"
"
1900
",dia,0,"
100
","
5
","
3
",0,florianopolis,"Estrada Jornalista Jaime de Arruda Ramos, Ponta das Canas"
"
430
",dia,0,"
80
","
3
","
2
",0,florianopolis,"Rua Iolita Siqueira, Ponta das Canas"
"
6500
",mês, 701,"
350
","
3
","
4
","
13
",florianopolis,"Rua João Henrique Gonçalves, Lagoa da Conceição"
"
7600
",mês, 2200,"
270
","
4
","
3
","
2
",florianopolis,"Jurerê Internacional, Florianópolis"
"
2500
",dia,0,"
495
","
5
","
6
","
4
",florianopolis,"Rua das Tibiras, Jurerê Internacional"
"
4800
",mês,0,"
90
","
3
","
2
","
1
",florianopolis,"Rua Corália Ferreira da Luz, Centro"
"
1200
",dia,0,"
220
","
5
","
2
","
4
",florianopolis,"Canasvieiras, Florianópolis"
"
5000
",mês, 2400,"
350
","
3
","
5
","
4
",florianopolis,"Campeche, Florianópolis"
"
16000
",mês, 358,"
392
","
4
","
5
","
4
",florianopolis,"Rua das Sapopemas, Jurerê"
"
8000
",dia,0,"
606
","
4
","
2
","
4
",florianopolis,"Rua da Anchôva, Jurerê Internacional"
"
1400
",dia,0,"
220
","
4
","
3
","
3
",florianopolis,"Canasvieiras, Florianópolis"
"
4000
",mês, 1250,"
240
","
3
","
3
","
2
",florianopolis,"Ingleses do Rio Vermelho, Florianópolis"
"
7000
",mês, 2000,"
264
","
4
","
4
","
7
",florianopolis,"Rua Deputado Walter Gomes, Santo Antônio de Lisboa"
"
1280
",mês, 7,"
33
","
2
","
1
","
1
",florianopolis,"Rua Hélio Cirillo Barcelos, Carianos"
"
7345
",mês,0,"
300
","
4
","
3
","
2
",florianopolis,"Parque São Jorge, Florianópolis"
"
2300
",mês, 30,"
207
","
3
","
3
","
2
",blumenau,"Rua João Pessoa, Velha"
"
2200
",mês,0,"
140
","
4
","
2
","
2
",blumenau,"Velha, Blumenau"
"
2300
",mês,0,"
180
","
4
","
3
","
2
",blumenau,"Rua Frei Estanislau Schaette, Água Verde"
"
2300
",mês,0,"
228
","
3
","
3
","
2
",blumenau,"Garcia, Blumenau"
"
1400
",mês, 300,"
150
","
3
","
3
","
2
",blumenau,"Ponta Aguda, Blumenau"
"
1300
",mês,0,"
145
","
4
","
2
","
2
",blumenau,"Rua Bruno Schreiber, Progresso"
"
2200
",mês, 37,"
209
","
4
","
3
","
3
",blumenau,"Itoupava Seca, Blumenau"
"
1800
",mês,0,"
100
","
3
","
2
","
1
",blumenau,"Progresso, Blumenau"
"
980
",mês,0,"
120
","
3
","
2
","
2
",blumenau,"Rua Elsa Brehmer, Velha"
"
1400
",mês,0,"
120
","
3
","
1
","
2
",blumenau,"Rua Max Link, Itoupava Central"
"
2500
",mês, 78,"
240
","
4
","
3
","
2
",blumenau,"Rua Centenário, Valparaíso"
"
800
",mês,0,"
158
","
2
","
1
","
1
",blumenau,"Velha Central, Blumenau"
"
1200
",mês,0,"
150
","
3
","
1
","
2
",blumenau,"Vorstadt, Blumenau"
"
2750
",mês,0,"
228
","
6
","
4
","
2
",blumenau,"Garcia, Blumenau"
"
1100
",mês, 11,"
180
","
3
","
1
","
3
",blumenau,"Velha, Blumenau"
"
1100
",mês,0,"
84
","
2
","
1
","
1
",blumenau,"Itoupavazinha, Blumenau"
"
1500
",mês,0,"
140
","
4
","
2
","
6
",blumenau,"Rua Rodolfho Fischer, Itoupava Central"
"
3405
",mês, 90,"
190
","
4
","
1
","
2
",blumenau,"Rua Câmara Júnior, Garcia"
"
1185
",mês,0,"
180
","
3
","
1
","
1
",blumenau,"Rua Oswaldo Reichert, Progresso"
"
2305
",mês,0,"
180
","
3
","
3
","
6
",blumenau,"Rua Alberto Müller, Garcia"
"
1400
",mês, 42,"
78
","
3
","
2
","
2
",blumenau,"Itoupava Norte, Blumenau"
"
800
",mês,0,"
80
","
2
","
1
",0,blumenau,"Rua Teresina, Bom Retiro"
"
2305
",mês,0,"
273
","
3
","
3
","
2
",blumenau,"Rua José Hostert, Valparaíso"
"
1810
",mês,0,"
120
","
3
","
2
","
1
",blumenau,"Progresso, Blumenau"
"
1850
",mês,0,"
240
","
6
","
3
","
2
",blumenau,"Rua Porto Belo, Velha"
"
850
",mês,0,"
60
","
2
","
1
","
1
",blumenau,"Rua Arno Barth, Badenfurt"
"
6000
",mês, 600,"
219
","
5
","
6
","
4
",blumenau,"Rua Indaial, Victor Konder"
"
905
",mês,0,"
100
","
3
","
1
","
1
",blumenau,"Rua Belo Horizonte, Glória"
"
3300
",mês, 94,"
273
","
4
","
4
","
10
",blumenau,"Bom Retiro, Blumenau"
"
2000
",mês,0,"
160
","
3
","
2
","
2
",blumenau,"Água Verde, Blumenau"
"
1700
",mês,0,"
89
","
2
","
2
","
1
",blumenau,"Rua Biguaçú, Água Verde"
"
2150
",mês,0,"
140
","
3
","
2
","
1
",blumenau,"Rua Valcírio Gaio, Salto do Norte"
"
2900
",mês, 1500,"
282
","
4
","
2
","
2
",blumenau,"Escola Agrícola, Blumenau"
"
1800
",mês,0,"
150
","
3
","
1
","
1
",blumenau,"Itoupava Central, Blumenau"
"
1700
",mês, 64,"
180
","
4
","
2
","
2
",blumenau,"Água Verde, Blumenau"
"
1100
",mês,0,"
120
","
3
","
1
","
1
",blumenau,"Itoupava Central, Blumenau"
"
3500
",mês,0,"
300
","
5
","
4
","
18
",blumenau,"Garcia, Blumenau"
"
950
",mês,0,"
100
","
3
","
2
","
1
",blumenau,"Rua Tapajós, Salto do Norte"
"
1500
",mês,0,"
54
","
2
","
1
","
2
",blumenau,"Velha Central, Blumenau"
"
1000
",mês, 15,"
55
","
2
","
1
","
1
",blumenau,"Vorstadt, Blumenau"
"
1400
",mês,0,"
120
","
2
","
2
","
1
",blumenau,"Escola Agrícola, Blumenau"
"
3000
",mês,0,"
500
","
3
","
4
","
15
",blumenau,"Rua Sete de Abril, Itoupava Norte"
"
1000
",mês,0,"
58
","
2
","
1
","
3
",blumenau,"Velha Central, Blumenau"
"
6000
",mês,0,"
700
","
4
","
6
","
4
",blumenau,"Escola Agrícola, Blumenau"
"
1800
",mês,0,"
150
","
3
","
2
","
2
",blumenau,"Valparaíso, Blumenau"
"
1800
",mês, 50,"
125
","
3
","
1
","
3
",blumenau,"Asilo, Blumenau"
"
1605
",mês, 21,"
120
","
4
","
2
","
2
",blumenau,"Rua Germano Schreiber, Garcia"
"
1400
",mês,0,"
91
","
4
","
2
","
1
",blumenau,"Velha, Blumenau"
"
1150
",mês, 20,"
45
","
1
","
1
","
3
",blumenau,"Asilo, Blumenau"
"
1205
",mês,0,"
80
","
2
","
1
","
2
",blumenau,"Rua Cônsul Roberto José Castro, Velha"
"
2500
",mês, 802,"
115
","
2
","
1
","
2
",blumenau,"Victor Konder, Blumenau"
"
1900
",mês, 46,"
197
","
3
","
3
","
2
",blumenau,"Velha, Blumenau"
"
2900
",mês, 24,"
151
","
3
","
2
","
2
",blumenau,"Garcia, Blumenau"
"
2300
",mês,0,"
145
","
4
","
2
","
2
",blumenau,"Velha, Blumenau"
"
2680
",mês,0,"
188
","
3
","
3
","
4
",blumenau,"Velha, Blumenau"
"
1000
",mês,0,"
100
","
3
","
1
","
2
",blumenau,"Vorstadt, Blumenau"
"
850
",mês,0,"
60
","
2
","
1
","
1
",blumenau,"Rua Arno Barth, Badenfurt"
"
1800
",mês,0,"
106
","
3
","
2
","
2
",blumenau,"Garcia, Blumenau"
"
850
",mês,0,"
120
","
3
","
1
","
1
",blumenau,"Garcia, Blumenau"
"
2500
",mês, 77,"
250
","
3
","
3
","
2
",blumenau,"Velha, Blumenau"
"
950
",mês, 16,"
63
","
2
","
1
",0,blumenau,"Badenfurt, Blumenau"
"
3300
",mês, 109,"
500
","
4
","
3
","
4
",blumenau,"Rua São Benedito, Fortaleza"
"
3000
",mês,0,"
150
","
4
","
2
","
1
",blumenau,"Garcia, Blumenau"
"
1900
",mês, 1012,"
250
","
3
","
3
","
6
",blumenau,"Rua Primavera, Fortaleza"
"
1800
",mês, 28,"
100
","
2
","
1
",0,blumenau,"Vorstadt, Blumenau"
"
2200
",mês, 40,"
137
","
3
","
3
","
2
",blumenau,"Vorstadt, Blumenau"
"
3000
",mês,0,"
230
","
5
","
4
","
1
",blumenau,"Ponta Aguda, Blumenau"
"
6000
",mês, 1500,"
700
","
4
","
4
","
4
",blumenau,"Escola Agrícola, Blumenau"
"
1400
",mês,0,"
107
","
3
","
1
","
2
",blumenau,"Rua Oswaldo Simon, Velha"
"
2800
",mês, 93,"
250
","
3
","
2
","
4
",blumenau,"Itoupavazinha, Blumenau"
"
1805
",mês,0,"
150
","
3
","
2
","
2
",blumenau,"Rua Emílio Tallmann, Progresso"
"
1400
",mês, 25,"
116
","
4
","
1
","
1
",blumenau,"Velha, Blumenau"
"
2795
",mês,0,"
150
","
4
","
3
","
2
",blumenau,"Rua Guararapes, Garcia"
"
2000
",mês, 289,"
218
","
4
","
2
","
10
",blumenau,"Rua Tijucas, Velha"
"
1750
",mês, 33,"
84
","
2
","
1
","
4
",blumenau,"Progresso, Blumenau"
"
2500
",mês,0,"
230
","
5
","
4
","
7
",blumenau,"Ponta Aguda, Blumenau"
"
2200
",mês,0,"
120
","
3
","
2
","
2
",blumenau,"Salto do Norte, Blumenau"
"
900
",mês,0,"
70
","
3
","
1
","
1
",blumenau,"Rua Ari Barroso, Salto do Norte"
"
6000
",mês,0,"
675
","
4
","
7
","
4
",blumenau,"Escola Agrícola, Blumenau"
"
1150
",mês, 63,"
60
","
2
","
1
","
1
",blumenau,"Velha, Blumenau"
"
1150
",mês, 22,"
100
","
3
","
1
","
1
",blumenau,"Garcia, Blumenau"
"
7700
",mês,0,"
500
","
4
","
6
","
4
",blumenau,"Itoupava Seca, Blumenau"
"
3500
",mês,0,"
383
","
3
","
3
","
2
",blumenau,"Rua Francisco Runze, Escola Agrícola"
"
1700
",mês,0,"
90
","
2
","
3
","
1
",blumenau,"Água Verde, Blumenau"
"
1155
",mês,0,"
85
","
2
","
1
","
1
",blumenau,"Rua Guaianazes, Valparaíso"
"
3000
",mês, 28,"
173
","
3
","
1
","
1
",blumenau,"Itoupava Norte, Blumenau"
"
750
",mês, 45,"
90
","
2
","
1
",0,blumenau,"Badenfurt, Blumenau"
"
3300
",mês, 108,"
300
","
4
","
2
","
1
",blumenau,"Tribess, Blumenau"
"
4000
",mês, 66,"
325
","
5
","
3
","
5
",blumenau,"Velha, Blumenau"
"
1900
",mês, 80,"
250
","
4
","
3
","
6
",blumenau,"Fortaleza, Blumenau"
"
800
",mês,0,"
70
","
2
","
1
","
2
",blumenau,"Garcia, Blumenau"
"
3900
",mês, 69,"
285
","
3
","
3
","
2
",blumenau,"Garcia, Blumenau"
"
3300
",mês, 109,"
317
","
4
","
4
","
4
",blumenau,"Fortaleza, Blumenau"
"
1250
",mês, 15,"
38
","
1
","
1
","
1
",blumenau,"Rua Frei Lucínio Korte, Vila Nova"
"
5000
",mês, 1400,"
380
","
7
","
4
","
2
",blumenau,"Ponta Aguda, Blumenau"
"
1400
",mês,0,"
120
","
3
","
1
","
2
",blumenau,"Itoupava Central, Blumenau"
"
2900
",mês, 60,"
240
","
4
","
3
","
7
",blumenau,"Itoupava Central, Blumenau"
"
4500
",mês, 110,"
408
","
4
","
3
","
2
",blumenau,"Rua Aloys de Zutter, Escola Agrícola"
"
3000
",mês,0,"
180
","
5
","
3
","
10
",blumenau,"Passo Manso, Blumenau"
"
850
",mês, 20,"
100
","
3
","
1
","
1
",blumenau,"Garcia, Blumenau"
"
4500
",mês, 100,"
161
","
4
","
3
","
3
",blumenau,"Bom Retiro, Blumenau"
"
1600
",mês, 383,"
147
","
2
","
1
",0,blumenau,"Rua Uruguai, Ponta Aguda"
"
1000
",mês,0,"
70
","
1
","
1
","
1
",blumenau,"Rua Sheila Dulce Theiss, Fortaleza Alta"
"
1405
",mês, 31,"
120
","
4
","
1
","
5
",blumenau,"Rua Araranguá, Garcia"
"
1700
",mês,0,"
250
","
4
","
1
","
2
",blumenau,"Rua Trombudo Central, Velha"
"
1000
",mês, 66,"
80
","
2
","
2
","
1
",blumenau,"Progresso, Blumenau"
"
750
",mês,0,"
60
","
2
","
1
","
1
",blumenau,"Salto Weissbach, Blumenau"
"
1100
",mês, 67,"
100
","
3
","
2
","
1
",blumenau,"Progresso, Blumenau"
"
5005
",mês, 198,"
289
","
3
","
2
","
2
",blumenau,"Rua Lauro Mueller, Jardim Blumenau"
"
3000
",mês, 55,"
402
","
3
","
3
","
1
",blumenau,"Velha, Blumenau"
"
1300
",mês,0,"
105
","
3
","
1
","
1
",blumenau,"Velha, Blumenau"
"
1050
",mês,0,"
65
","
2
","
2
",0,blumenau,"Progresso, Blumenau"
"
850
",mês, 32,"
50
","
1
","
1
",0,blumenau,"Garcia, Blumenau"
"
1800
",mês,0,"
110
","
3
","
2
","
1
",blumenau,"Progresso, Blumenau"
"
1300
",mês,0,"
76
","
2
","
2
","
1
",blumenau,"Rua Nestor Soares, Itoupavazinha"
"
1800
",mês,0,"
120
","
2
","
1
","
1
",blumenau,"Progresso, Blumenau"
"
4400
",mês,0,"
550
","
4
","
4
","
3
",blumenau,"Centro, Blumenau"
"
3500
",mês,0,"
329
","
3
","
3
","
4
",blumenau,"Rua Hilda Theiss, Garcia"
"
3000
",mês, 646,"
402
","
3
","
3
","
1
",blumenau,"Água Verde, Blumenau"
"
1900
",mês, 46,"
197
","
3
","
3
","
1
",blumenau,"Rua Paul Mantau, Velha"
"
1900
",mês, 46,"
197
","
3
","
3
","
1
",blumenau,"Rua Paul Mantau, Velha"
"
3300
",mês,0,"
287
","
3
","
2
","
6
",blumenau,"Fortaleza, Blumenau"
"
8000
",mês, 2500,"
636
","
3
","
6
","
10
",blumenau,"Rua Vitória, Centro"
"
780
",mês,0,"
40
","
2
","
1
","
1
",blumenau,"Valparaíso, Blumenau"
"
8800
",mês, 213,"
800
","
3
","
1
","
4
",blumenau,"Rua Doutor Sappelt, Victor Konder"
"
3005
",mês,0,"
180
","
4
","
1
","
1
",blumenau,"Rua Amazonas, Garcia"
"
850
",mês,0,"
80
","
2
","
1
","
1
",blumenau,"Glória, Blumenau"
"
9500
",mês, 2578,"
550
","
3
","
4
","
4
",blumenau,"Victor Konder, Blumenau"
"
6000
",mês,0,"
750
","
3
","
5
","
8
",blumenau,"Escola Agrícola, Blumenau"
"
1000
",mês,0,"
80
","
3
","
2
","
1
",blumenau,"Progresso, Blumenau"
"
4500
",mês,0,"
408
","
4
","
3
","
2
",blumenau,"Escola Agrícola, Blumenau"
"
5500
",mês, 1028,"
313
","
3
","
5
","
6
",blumenau,"Boa Vista, Blumenau"
"
6000
",mês, 43,"
670
","
5
","
5
","
6
",blumenau,"Ribeirão Fresco, Blumenau"
"
770
",mês,0,"
55
","
2
","
1
",0,blumenau,"Progresso, Blumenau"
"
2350
",mês, 90,"
230
","
4
","
2
","
2
",blumenau,"Rua Itajaí, Vorstadt"
"
14400
",mês, 227,"
350
","
3
","
6
","
2
",blumenau,"Jardim Blumenau, Blumenau"
"
9000
",mês, 4999,"
446
","
7
","
8
","
6
",blumenau,"Ponta Aguda, Blumenau"
"
550
",mês,0,"
40
","
1
","
1
",0,blumenau,"Progresso, Blumenau"
"
3500
",mês, 300,"
136
","
6
","
3
","
2
",blumenau,"Velha, Blumenau"
"
4000
",mês,0,"
450
","
4
","
1
","
2
",blumenau,"Garcia, Blumenau"
"
4500
",mês, 130,"
400
","
4
","
5
","
2
",blumenau,"Escola Agrícola, Blumenau"
"
2500
",mês, 22,"
110
","
3
","
1
",0,blumenau,"Velha, Blumenau"
"
5500
",mês, 92,"
313
","
3
","
5
","
6
",blumenau,"Rua Guido Kaestner Sênior, Boa Vista"
"
5000
",mês,0,"
331
","
7
","
4
","
3
",blumenau,"Itoupava Norte, Blumenau"
"
12000
",mês,0,"
400
","
4
","
3
","
2
",blumenau,"Centro, Blumenau"
"
8000
",mês,0,"
550
","
4
","
5
","
14
",blumenau,"Rua Doutor Sappelt, Victor Konder"
"
14500
",mês, 2502,"
350
","
4
","
6
","
2
",blumenau,"Jardim Blumenau, Blumenau"
"
12000
",mês,0,"
350
","
6
","
10
","
15
",blumenau,"Centro, Blumenau"
"
1790
",mês,0,"
110
","
3
","
2
","
2
",blumenau,"Rua João XXIII, Itoupava Norte"
"
1900
",mês,0,"
197
","
3
","
3
","
2
",blumenau,"Velha, Blumenau"
"
1800
",mês,0,"
92
","
3
","
3
","
2
",blumenau,"Rua Elvira Lubke, Água Verde"
"
2750
",mês,0,"
180
","
4
","
3
","
3
",blumenau,"Fortaleza, Blumenau"
"
3590
",mês,0,"
250
","
3
","
6
","
3
",blumenau,"Rua Reinoldo Butzke, Vorstadt"
"
1200
",mês,0,"
110
","
2
","
1
","
1
",blumenau,"Rua Frederico Wolfram Sênior, Velha"
"
2000
",mês,0,"
315
","
3
","
2
","
5
",blumenau,"Badenfurt, Blumenau"
"
4500
",mês, 125,"
650
","
6
","
6
","
5
",blumenau,"Velha, Blumenau"
"
3300
",mês,0,"
140
","
3
","
3
",0,blumenau,"Vila Nova, Blumenau"
"
2000
",mês,0,"
100
","
3
","
1
","
3
",brusque,"Primeiro de Maio, Brusque"
"
1350
",mês,0,"
110
","
3
","
1
","
1
",brusque,"Nova Brasília, Brusque"
"
1670
",mês,0,"
100
","
3
","
1
","
2
",brusque,"Primeiro de Maio, Brusque"
"
2710
",mês,0,"
252
","
3
","
1
","
3
",brusque,"Sao Luiz, Brusque"
"
2800
",mês,0,"
200
","
3
","
1
","
2
",brusque,"Cerâmica Reis , Brusque"
"
850
",mês,0,"
55
","
2
","
1
","
1
",brusque,"São Pedro, Brusque"
"
890
",mês,0,"
60
","
2
","
1
","
2
",brusque,"Limeira Alta, Brusque"
"
3340
",mês,0,"
154
","
3
","
1
","
2
",brusque,"Centro II, Brusque"
"
1650
",mês,0,"
100
","
3
","
2
","
1
",brusque,"Guarani, Brusque"
"
890
",mês,0,"
55
","
2
","
1
",0,brusque,"Cedrinho, Brusque"
"
1500
",mês,0,"
80
","
3
","
1
","
1
",brusque,"Dom Joaquim, Brusque"
"
1500
",mês, 300,"
140
","
3
","
1
","
2
",brusque,"Limoeiro, Brusque"
"
2250
",mês,0,"
120
","
4
","
3
","
1
",brusque,"Centro I, Brusque"
"
4500
",mês,0,"
250
","
7
","
4
","
2
",brusque,"Centro II, Brusque"
"
4500
",mês,0,"
320
","
3
","
3
","
3
",brusque,"Rua Riachuelo, Centro"
"
800
",mês,0,"
65
","
2
","
1
","
1
",brusque,"Rua Francisco Thives de Souza, Cedro Alto"
"
5210
",mês,0,"
338
","
4
","
2
","
2
",brusque,"Centro, Brusque"
"
800
",mês,0,"
69
","
2
","
2
","
1
",brusque,"Dom Joaquim, Brusque"
"
1650
",mês,0,"
90
","
3
","
2
","
1
",brusque,"Guarani, Brusque"
"
2250
",mês,0,"
145
","
3
","
1
","
1
",brusque,"Águas Claras, Brusque"
"
1500
",mês, 200,"
97
","
3
","
1
","
2
",brusque,"Limoeiro, Brusque"
"
850
",mês,0,"
70
","
2
","
1
","
1
",brusque,"Rua Marcio Haas, Rio Branco"
"
850
",mês,0,"
45
","
1
","
1
",0,brusque,"Águas Claras, Brusque"
"
950
",mês,0,"
70
","
3
","
1
","
1
",brusque,"Limeira Baixa, Brusque"
"
2700
",mês,0,"
170
","
3
","
2
",0,brusque,"Centro, Brusque"
"
1200
",mês,0,"
200
","
3
","
1
","
1
",brusque,"Rua Afonso Belli, Limoeiro"
"
2500
",mês,0,"
120
","
3
","
1
",0,brusque,"Centro, Brusque"
"
4000
",mês,0,"
750
","
4
","
1
","
2
",brusque,"Centro I, Brusque"
"
10000
",mês,0,"
680
",0,"
2
",0,brusque,"Souza Cruz, Brusque"
"
550
",mês,0,"
26
","
1
","
1
","
1
",brusque,"Rua Vitório Soares, Santa Terezinha"
"
8500
",mês,0,"
400
","
4
",0,0,brusque,"Centro, Brusque"
"
12000
",mês,0,"
3043
","
6
","
2
",0,brusque,"Centro I, Brusque"
